id_g,node_type,d_src,d_dst,supply,demand
139,1,5,0,19.0,0.0
139,1,6,0,31.0,0.0
139,1,4,0,30.0,0.0
139,1,5,0,26.0,0.0
139,1,0,0,14.0,0.0
139,1,2,0,23.0,0.0
139,1,3,0,20.0,0.0
139,1,4,0,63.0,0.0
139,1,3,0,13.0,0.0
139,1,3,0,32.0,0.0
139,1,3,0,25.0,0.0
139,0,0,1,0.0,2.0
139,0,0,1,0.0,8.0
139,0,0,1,0.0,2.0
139,0,0,3,0.0,3.0
139,0,0,1,0.0,19.0
139,0,0,2,0.0,5.0
139,0,0,3,0.0,15.0
139,0,0,3,0.0,38.0
139,0,0,4,0.0,32.0
139,0,0,1,0.0,9.0
139,0,0,2,0.0,3.0
139,0,0,2,0.0,21.0
139,0,0,4,0.0,2.0
139,0,0,3,0.0,29.0
139,0,0,3,0.0,5.0
139,0,0,3,0.0,50.0
139,0,0,2,0.0,9.0
139,0,0,1,0.0,7.0
139,0,0,2,0.0,27.0
139,0,0,1,0.0,7.0
139,0,0,3,0.0,27.0
140,1,6,0,24.0,0.0
140,1,2,0,19.0,0.0
140,1,6,0,31.0,0.0
140,1,6,0,30.0,0.0
140,1,3,0,26.0,0.0
140,1,7,0,14.0,0.0
140,1,0,0,23.0,0.0
140,1,3,0,20.0,0.0
140,1,0,0,63.0,0.0
140,1,3,0,13.0,0.0
140,1,4,0,32.0,0.0
140,1,4,0,25.0,0.0
140,0,0,3,0.0,2.0
140,0,0,1,0.0,8.0
140,0,0,3,0.0,2.0
140,0,0,1,0.0,3.0
140,0,0,1,0.0,19.0
140,0,0,1,0.0,5.0
140,0,0,2,0.0,15.0
140,0,0,3,0.0,38.0
140,0,0,1,0.0,32.0
140,0,0,3,0.0,9.0
140,0,0,2,0.0,3.0
140,0,0,3,0.0,21.0
140,0,0,3,0.0,2.0
140,0,0,3,0.0,29.0
140,0,0,2,0.0,5.0
140,0,0,4,0.0,50.0
140,0,0,1,0.0,9.0
140,0,0,1,0.0,7.0
140,0,0,2,0.0,27.0
140,0,0,1,0.0,7.0
140,0,0,3,0.0,27.0
141,1,6,0,24.0,0.0
141,1,4,0,19.0,0.0
141,1,6,0,31.0,0.0
141,1,4,0,30.0,0.0
141,1,0,0,26.0,0.0
141,1,6,0,14.0,0.0
141,1,3,0,23.0,0.0
141,1,3,0,20.0,0.0
141,1,0,0,63.0,0.0
141,1,3,0,13.0,0.0
141,1,2,0,32.0,0.0
141,1,4,0,25.0,0.0
141,0,0,1,0.0,2.0
141,0,0,4,0.0,8.0
141,0,0,2,0.0,2.0
141,0,0,2,0.0,3.0
141,0,0,2,0.0,19.0
141,0,0,1,0.0,5.0
141,0,0,2,0.0,15.0
141,0,0,3,0.0,38.0
141,0,0,0,0.0,32.0
141,0,0,2,0.0,9.0
141,0,0,2,0.0,3.0
141,0,0,2,0.0,21.0
141,0,0,2,0.0,2.0
141,0,0,4,0.0,29.0
141,0,0,1,0.0,5.0
141,0,0,2,0.0,50.0
141,0,0,3,0.0,9.0
141,0,0,2,0.0,7.0
141,0,0,1,0.0,27.0
141,0,0,1,0.0,7.0
141,0,0,2,0.0,27.0
142,1,6,0,24.0,0.0
142,1,4,0,19.0,0.0
142,1,4,0,31.0,0.0
142,1,4,0,30.0,0.0
142,1,3,0,26.0,0.0
142,1,4,0,14.0,0.0
142,1,3,0,23.0,0.0
142,1,3,0,20.0,0.0
142,1,6,0,63.0,0.0
142,1,2,0,13.0,0.0
142,1,2,0,32.0,0.0
142,1,4,0,25.0,0.0
142,0,0,1,0.0,2.0
142,0,0,2,0.0,8.0
142,0,0,2,0.0,2.0
142,0,0,1,0.0,3.0
142,0,0,1,0.0,19.0
142,0,0,3,0.0,5.0
142,0,0,1,0.0,15.0
142,0,0,3,0.0,38.0
142,0,0,1,0.0,32.0
142,0,0,1,0.0,9.0
142,0,0,1,0.0,3.0
142,0,0,3,0.0,21.0
142,0,0,3,0.0,2.0
142,0,0,3,0.0,29.0
142,0,0,2,0.0,5.0
142,0,0,4,0.0,50.0
142,0,0,3,0.0,9.0
142,0,0,3,0.0,7.0
142,0,0,2,0.0,27.0
142,0,0,1,0.0,7.0
142,0,0,4,0.0,27.0
143,1,5,0,24.0,0.0
143,1,2,0,19.0,0.0
143,1,8,0,31.0,0.0
143,1,5,0,30.0,0.0
143,1,0,0,26.0,0.0
143,1,3,0,14.0,0.0
143,1,2,0,23.0,0.0
143,1,3,0,20.0,0.0
143,1,6,0,63.0,0.0
143,1,2,0,13.0,0.0
143,1,0,0,32.0,0.0
143,1,6,0,25.0,0.0
143,0,0,2,0.0,2.0
143,0,0,4,0.0,8.0
143,0,0,1,0.0,2.0
143,0,0,3,0.0,3.0
143,0,0,1,0.0,19.0
143,0,0,2,0.0,5.0
143,0,0,2,0.0,15.0
143,0,0,4,0.0,38.0
143,0,0,1,0.0,32.0
143,0,0,1,0.0,9.0
143,0,0,1,0.0,3.0
143,0,0,2,0.0,21.0
143,0,0,1,0.0,2.0
143,0,0,3,0.0,29.0
143,0,0,2,0.0,5.0
143,0,0,3,0.0,50.0
143,0,0,2,0.0,9.0
143,0,0,1,0.0,7.0
143,0,0,2,0.0,27.0
143,0,0,1,0.0,7.0
143,0,0,3,0.0,27.0
144,1,6,0,24.0,0.0
144,1,4,0,19.0,0.0
144,1,6,0,31.0,0.0
144,1,0,0,30.0,0.0
144,1,5,0,26.0,0.0
144,1,3,0,14.0,0.0
144,1,3,0,23.0,0.0
144,1,2,0,20.0,0.0
144,1,6,0,63.0,0.0
144,1,3,0,13.0,0.0
144,1,2,0,32.0,0.0
144,1,3,0,25.0,0.0
144,0,0,1,0.0,2.0
144,0,0,1,0.0,8.0
144,0,0,1,0.0,2.0
144,0,0,1,0.0,3.0
144,0,0,3,0.0,19.0
144,0,0,3,0.0,5.0
144,0,0,1,0.0,15.0
144,0,0,3,0.0,38.0
144,0,0,1,0.0,32.0
144,0,0,1,0.0,9.0
144,0,0,4,0.0,3.0
144,0,0,1,0.0,21.0
144,0,0,1,0.0,2.0
144,0,0,3,0.0,29.0
144,0,0,2,0.0,5.0
144,0,0,5,0.0,50.0
144,0,0,1,0.0,9.0
144,0,0,0,0.0,7.0
144,0,0,3,0.0,27.0
144,0,0,3,0.0,7.0
144,0,0,4,0.0,27.0
145,1,6,0,24.0,0.0
145,1,3,0,19.0,0.0
145,1,7,0,31.0,0.0
145,1,4,0,30.0,0.0
145,1,3,0,26.0,0.0
145,1,2,0,14.0,0.0
145,1,0,0,23.0,0.0
145,1,4,0,20.0,0.0
145,1,8,0,63.0,0.0
145,1,5,0,13.0,0.0
145,1,2,0,32.0,0.0
145,1,6,0,25.0,0.0
145,0,0,1,0.0,2.0
145,0,0,2,0.0,8.0
145,0,0,2,0.0,2.0
145,0,0,2,0.0,3.0
145,0,0,1,0.0,19.0
145,0,0,2,0.0,5.0
145,0,0,2,0.0,15.0
145,0,0,3,0.0,38.0
145,0,0,2,0.0,32.0
145,0,0,3,0.0,9.0
145,0,0,2,0.0,3.0
145,0,0,2,0.0,21.0
145,0,0,4,0.0,2.0
145,0,0,5,0.0,29.0
145,0,0,3,0.0,5.0
145,0,0,4,0.0,50.0
145,0,0,2,0.0,9.0
145,0,0,1,0.0,7.0
145,0,0,3,0.0,27.0
145,0,0,2,0.0,7.0
145,0,0,2,0.0,27.0
146,1,6,0,24.0,0.0
146,1,5,0,19.0,0.0
146,1,6,0,31.0,0.0
146,1,5,0,30.0,0.0
146,1,3,0,26.0,0.0
146,1,7,0,14.0,0.0
146,1,4,0,23.0,0.0
146,1,2,0,20.0,0.0
146,1,6,0,63.0,0.0
146,1,3,0,13.0,0.0
146,1,0,0,32.0,0.0
146,1,4,0,25.0,0.0
146,0,0,3,0.0,2.0
146,0,0,2,0.0,8.0
146,0,0,1,0.0,2.0
146,0,0,1,0.0,3.0
146,0,0,3,0.0,19.0
146,0,0,2,0.0,5.0
146,0,0,2,0.0,15.0
146,0,0,4,0.0,38.0
146,0,0,1,0.0,32.0
146,0,0,3,0.0,9.0
146,0,0,3,0.0,3.0
146,0,0,3,0.0,21.0
146,0,0,3,0.0,2.0
146,0,0,4,0.0,29.0
146,0,0,2,0.0,5.0
146,0,0,2,0.0,50.0
146,0,0,2,0.0,9.0
146,0,0,1,0.0,7.0
146,0,0,2,0.0,27.0
146,0,0,2,0.0,7.0
146,0,0,5,0.0,27.0
147,1,0,0,24.0,0.0
147,1,6,0,19.0,0.0
147,1,5,0,31.0,0.0
147,1,3,0,30.0,0.0
147,1,2,0,26.0,0.0
147,1,0,0,14.0,0.0
147,1,3,0,23.0,0.0
147,1,3,0,20.0,0.0
147,1,5,0,63.0,0.0
147,1,3,0,13.0,0.0
147,1,0,0,32.0,0.0
147,1,5,0,25.0,0.0
147,0,0,0,0.0,2.0
147,0,0,0,0.0,8.0
147,0,0,1,0.0,2.0
147,0,0,1,0.0,3.0
147,0,0,1,0.0,19.0
147,0,0,1,0.0,5.0
147,0,0,2,0.0,15.0
147,0,0,4,0.0,38.0
147,0,0,4,0.0,32.0
147,0,0,1,0.0,9.0
147,0,0,1,0.0,3.0
147,0,0,2,0.0,21.0
147,0,0,2,0.0,2.0
147,0,0,1,0.0,29.0
147,0,0,1,0.0,5.0
147,0,0,3,0.0,50.0
147,0,0,0,0.0,9.0
147,0,0,3,0.0,7.0
147,0,0,4,0.0,27.0
147,0,0,1,0.0,7.0
147,0,0,2,0.0,27.0
148,1,5,0,24.0,0.0
148,1,0,0,19.0,0.0
148,1,4,0,31.0,0.0
148,1,3,0,30.0,0.0
148,1,4,0,26.0,0.0
148,1,4,0,14.0,0.0
148,1,3,0,23.0,0.0
148,1,3,0,20.0,0.0
148,1,6,0,63.0,0.0
148,1,2,0,13.0,0.0
148,1,4,0,32.0,0.0
148,1,2,0,25.0,0.0
148,0,0,1,0.0,2.0
148,0,0,1,0.0,8.0
148,0,0,1,0.0,2.0
148,0,0,2,0.0,3.0
148,0,0,1,0.0,19.0
148,0,0,1,0.0,5.0
148,0,0,1,0.0,15.0
148,0,0,5,0.0,38.0
148,0,0,1,0.0,32.0
148,0,0,1,0.0,9.0
148,0,0,1,0.0,3.0
148,0,0,2,0.0,21.0
148,0,0,1,0.0,2.0
148,0,0,3,0.0,29.0
148,0,0,2,0.0,5.0
148,0,0,4,0.0,50.0
148,0,0,2,0.0,9.0
148,0,0,2,0.0,7.0
148,0,0,2,0.0,27.0
148,0,0,2,0.0,7.0
148,0,0,4,0.0,27.0
149,1,6,0,24.0,0.0
149,1,3,0,19.0,0.0
149,1,6,0,31.0,0.0
149,1,3,0,30.0,0.0
149,1,4,0,26.0,0.0
149,1,3,0,14.0,0.0
149,1,2,0,23.0,0.0
149,1,4,0,20.0,0.0
149,1,5,0,63.0,0.0
149,1,2,0,13.0,0.0
149,1,5,0,32.0,0.0
149,1,2,0,25.0,0.0
149,0,0,2,0.0,2.0
149,0,0,2,0.0,8.0
149,0,0,1,0.0,2.0
149,0,0,1,0.0,3.0
149,0,0,1,0.0,19.0
149,0,0,2,0.0,5.0
149,0,0,1,0.0,15.0
149,0,0,3,0.0,38.0
149,0,0,3,0.0,32.0
149,0,0,3,0.0,9.0
149,0,0,2,0.0,3.0
149,0,0,2,0.0,21.0
149,0,0,3,0.0,2.0
149,0,0,3,0.0,29.0
149,0,0,1,0.0,5.0
149,0,0,3,0.0,50.0
149,0,0,1,0.0,9.0
149,0,0,3,0.0,7.0
149,0,0,3,0.0,27.0
149,0,0,3,0.0,7.0
149,0,0,2,0.0,27.0
150,1,5,0,24.0,0.0
150,1,3,0,19.0,0.0
150,1,4,0,31.0,0.0
150,1,5,0,30.0,0.0
150,1,3,0,26.0,0.0
150,1,4,0,14.0,0.0
150,1,3,0,23.0,0.0
150,1,1,0,20.0,0.0
150,1,5,0,63.0,0.0
150,1,4,0,13.0,0.0
150,1,3,0,32.0,0.0
150,1,2,0,25.0,0.0
150,0,0,1,0.0,2.0
150,0,0,2,0.0,8.0
150,0,0,3,0.0,2.0
150,0,0,1,0.0,3.0
150,0,0,1,0.0,19.0
150,0,0,3,0.0,5.0
150,0,0,1,0.0,15.0
150,0,0,3,0.0,38.0
150,0,0,2,0.0,32.0
150,0,0,1,0.0,9.0
150,0,0,1,0.0,3.0
150,0,0,4,0.0,21.0
150,0,0,1,0.0,2.0
150,0,0,3,0.0,29.0
150,0,0,2,0.0,5.0
150,0,0,4,0.0,50.0
150,0,0,2,0.0,9.0
150,0,0,1,0.0,7.0
150,0,0,2,0.0,27.0
150,0,0,1,0.0,7.0
150,0,0,3,0.0,27.0
151,1,8,0,24.0,0.0
151,1,3,0,19.0,0.0
151,1,5,0,31.0,0.0
151,1,4,0,30.0,0.0
151,1,3,0,26.0,0.0
151,1,4,0,14.0,0.0
151,1,6,0,23.0,0.0
151,1,3,0,20.0,0.0
151,1,0,0,63.0,0.0
151,1,3,0,13.0,0.0
151,1,2,0,32.0,0.0
151,1,4,0,25.0,0.0
151,0,0,1,0.0,2.0
151,0,0,4,0.0,8.0
151,0,0,2,0.0,2.0
151,0,0,1,0.0,3.0
151,0,0,1,0.0,19.0
151,0,0,1,0.0,5.0
151,0,0,3,0.0,15.0
151,0,0,3,0.0,38.0
151,0,0,0,0.0,32.0
151,0,0,3,0.0,9.0
151,0,0,3,0.0,3.0
151,0,0,2,0.0,21.0
151,0,0,2,0.0,2.0
151,0,0,3,0.0,29.0
151,0,0,1,0.0,5.0
151,0,0,4,0.0,50.0
151,0,0,2,0.0,9.0
151,0,0,1,0.0,7.0
151,0,0,3,0.0,27.0
151,0,0,2,0.0,7.0
151,0,0,3,0.0,27.0
152,1,6,0,24.0,0.0
152,1,4,0,19.0,0.0
152,1,8,0,31.0,0.0
152,1,4,0,30.0,0.0
152,1,3,0,26.0,0.0
152,1,4,0,14.0,0.0
152,1,4,0,23.0,0.0
152,1,1,0,20.0,0.0
152,1,6,0,63.0,0.0
152,1,5,0,13.0,0.0
152,1,1,0,32.0,0.0
152,1,3,0,25.0,0.0
152,0,0,3,0.0,2.0
152,0,0,3,0.0,8.0
152,0,0,2,0.0,2.0
152,0,0,3,0.0,3.0
152,0,0,1,0.0,19.0
152,0,0,2,0.0,5.0
152,0,0,1,0.0,15.0
152,0,0,3,0.0,38.0
152,0,0,2,0.0,32.0
152,0,0,2,0.0,9.0
152,0,0,3,0.0,3.0
152,0,0,2,0.0,21.0
152,0,0,2,0.0,2.0
152,0,0,4,0.0,29.0
152,0,0,1,0.0,5.0
152,0,0,6,0.0,50.0
152,0,0,2,0.0,9.0
152,0,0,2,0.0,7.0
152,0,0,2,0.0,27.0
152,0,0,1,0.0,7.0
152,0,0,2,0.0,27.0
153,1,6,0,24.0,0.0
153,1,4,0,19.0,0.0
153,1,5,0,31.0,0.0
153,1,4,0,30.0,0.0
153,1,2,0,26.0,0.0
153,1,4,0,14.0,0.0
153,1,3,0,23.0,0.0
153,1,0,0,20.0,0.0
153,1,4,0,63.0,0.0
153,1,2,0,13.0,0.0
153,1,2,0,32.0,0.0
153,1,0,0,25.0,0.0
153,0,0,1,0.0,2.0
153,0,0,1,0.0,8.0
153,0,0,1,0.0,2.0
153,0,0,1,0.0,3.0
153,0,0,1,0.0,19.0
153,0,0,1,0.0,5.0
153,0,0,0,0.0,15.0
153,0,0,4,0.0,38.0
153,0,0,2,0.0,32.0
153,0,0,2,0.0,9.0
153,0,0,1,0.0,3.0
153,0,0,4,0.0,21.0
153,0,0,3,0.0,2.0
153,0,0,3,0.0,29.0
153,0,0,1,0.0,5.0
153,0,0,4,0.0,50.0
153,0,0,1,0.0,9.0
153,0,0,1,0.0,7.0
153,0,0,2,0.0,27.0
153,0,0,1,0.0,7.0
153,0,0,1,0.0,27.0
154,1,7,0,24.0,0.0
154,1,4,0,19.0,0.0
154,1,5,0,31.0,0.0
154,1,0,0,30.0,0.0
154,1,3,0,26.0,0.0
154,1,3,0,14.0,0.0
154,1,3,0,23.0,0.0
154,1,0,0,20.0,0.0
154,1,9,0,63.0,0.0
154,1,3,0,13.0,0.0
154,1,2,0,32.0,0.0
154,1,4,0,25.0,0.0
154,0,0,1,0.0,2.0
154,0,0,1,0.0,8.0
154,0,0,2,0.0,2.0
154,0,0,2,0.0,3.0
154,0,0,3,0.0,19.0
154,0,0,3,0.0,5.0
154,0,0,2,0.0,15.0
154,0,0,4,0.0,38.0
154,0,0,1,0.0,32.0
154,0,0,2,0.0,9.0
154,0,0,1,0.0,3.0
154,0,0,3,0.0,21.0
154,0,0,2,0.0,2.0
154,0,0,2,0.0,29.0
154,0,0,3,0.0,5.0
154,0,0,3,0.0,50.0
154,0,0,1,0.0,9.0
154,0,0,1,0.0,7.0
154,0,0,2,0.0,27.0
154,0,0,2,0.0,7.0
154,0,0,2,0.0,27.0
155,1,5,0,24.0,0.0
155,1,2,0,19.0,0.0
155,1,7,0,31.0,0.0
155,1,7,0,30.0,0.0
155,1,2,0,26.0,0.0
155,1,3,0,14.0,0.0
155,1,3,0,23.0,0.0
155,1,2,0,20.0,0.0
155,1,4,0,63.0,0.0
155,1,4,0,13.0,0.0
155,1,2,0,32.0,0.0
155,1,6,0,25.0,0.0
155,0,0,3,0.0,2.0
155,0,0,2,0.0,8.0
155,0,0,2,0.0,2.0
155,0,0,1,0.0,3.0
155,0,0,1,0.0,19.0
155,0,0,1,0.0,5.0
155,0,0,2,0.0,15.0
155,0,0,3,0.0,38.0
155,0,0,3,0.0,32.0
155,0,0,1,0.0,9.0
155,0,0,2,0.0,3.0
155,0,0,3,0.0,21.0
155,0,0,1,0.0,2.0
155,0,0,4,0.0,29.0
155,0,0,3,0.0,5.0
155,0,0,3,0.0,50.0
155,0,0,2,0.0,9.0
155,0,0,2,0.0,7.0
155,0,0,3,0.0,27.0
155,0,0,2,0.0,7.0
155,0,0,3,0.0,27.0
156,1,7,0,24.0,0.0
156,1,5,0,19.0,0.0
156,1,6,0,31.0,0.0
156,1,5,0,30.0,0.0
156,1,4,0,26.0,0.0
156,1,6,0,14.0,0.0
156,1,2,0,23.0,0.0
156,1,3,0,20.0,0.0
156,1,5,0,63.0,0.0
156,1,5,0,13.0,0.0
156,1,1,0,32.0,0.0
156,1,4,0,25.0,0.0
156,0,0,1,0.0,2.0
156,0,0,4,0.0,8.0
156,0,0,2,0.0,2.0
156,0,0,2,0.0,3.0
156,0,0,2,0.0,19.0
156,0,0,1,0.0,5.0
156,0,0,3,0.0,15.0
156,0,0,4,0.0,38.0
156,0,0,2,0.0,32.0
156,0,0,2,0.0,9.0
156,0,0,2,0.0,3.0
156,0,0,3,0.0,21.0
156,0,0,2,0.0,2.0
156,0,0,4,0.0,29.0
156,0,0,1,0.0,5.0
156,0,0,3,0.0,50.0
156,0,0,2,0.0,9.0
156,0,0,4,0.0,7.0
156,0,0,3,0.0,27.0
156,0,0,3,0.0,7.0
156,0,0,3,0.0,27.0
157,1,8,0,24.0,0.0
157,1,3,0,19.0,0.0
157,1,6,0,31.0,0.0
157,1,4,0,30.0,0.0
157,1,3,0,26.0,0.0
157,1,5,0,14.0,0.0
157,1,4,0,23.0,0.0
157,1,2,0,20.0,0.0
157,1,6,0,63.0,0.0
157,1,2,0,13.0,0.0
157,1,2,0,32.0,0.0
157,1,4,0,25.0,0.0
157,0,0,1,0.0,2.0
157,0,0,2,0.0,8.0
157,0,0,1,0.0,2.0
157,0,0,1,0.0,3.0
157,0,0,2,0.0,19.0
157,0,0,2,0.0,5.0
157,0,0,2,0.0,15.0
157,0,0,3,0.0,38.0
157,0,0,3,0.0,32.0
157,0,0,1,0.0,9.0
157,0,0,1,0.0,3.0
157,0,0,5,0.0,21.0
157,0,0,3,0.0,2.0
157,0,0,5,0.0,29.0
157,0,0,1,0.0,5.0
157,0,0,3,0.0,50.0
157,0,0,2,0.0,9.0
157,0,0,2,0.0,7.0
157,0,0,5,0.0,27.0
157,0,0,1,0.0,7.0
157,0,0,3,0.0,27.0
158,1,0,0,24.0,0.0
158,1,3,0,19.0,0.0
158,1,5,0,31.0,0.0
158,1,4,0,30.0,0.0
158,1,0,0,26.0,0.0
158,1,5,0,14.0,0.0
158,1,3,0,23.0,0.0
158,1,3,0,20.0,0.0
158,1,4,0,63.0,0.0
158,1,3,0,13.0,0.0
158,1,0,0,32.0,0.0
158,1,3,0,25.0,0.0
158,0,0,0,0.0,2.0
158,0,0,1,0.0,8.0
158,0,0,1,0.0,2.0
158,0,0,2,0.0,3.0
158,0,0,1,0.0,19.0
158,0,0,2,0.0,5.0
158,0,0,1,0.0,15.0
158,0,0,2,0.0,38.0
158,0,0,1,0.0,32.0
158,0,0,1,0.0,9.0
158,0,0,1,0.0,3.0
158,0,0,3,0.0,21.0
158,0,0,1,0.0,2.0
158,0,0,2,0.0,29.0
158,0,0,3,0.0,5.0
158,0,0,2,0.0,50.0
158,0,0,1,0.0,9.0
158,0,0,1,0.0,7.0
158,0,0,3,0.0,27.0
158,0,0,1,0.0,7.0
158,0,0,3,0.0,27.0
159,1,5,0,24.0,0.0
159,1,6,0,19.0,0.0
159,1,4,0,31.0,0.0
159,1,6,0,30.0,0.0
159,1,3,0,26.0,0.0
159,1,3,0,14.0,0.0
159,1,4,0,23.0,0.0
159,1,1,0,20.0,0.0
159,1,5,0,63.0,0.0
159,1,0,0,13.0,0.0
159,1,3,0,32.0,0.0
159,1,0,0,25.0,0.0
159,0,0,1,0.0,2.0
159,0,0,2,0.0,8.0
159,0,0,1,0.0,2.0
159,0,0,1,0.0,3.0
159,0,0,2,0.0,19.0
159,0,0,1,0.0,5.0
159,0,0,0,0.0,15.0
159,0,0,4,0.0,38.0
159,0,0,1,0.0,32.0
159,0,0,4,0.0,9.0
159,0,0,0,0.0,3.0
159,0,0,2,0.0,21.0
159,0,0,2,0.0,2.0
159,0,0,3,0.0,29.0
159,0,0,2,0.0,5.0
159,0,0,3,0.0,50.0
159,0,0,4,0.0,9.0
159,0,0,1,0.0,7.0
159,0,0,2,0.0,27.0
159,0,0,2,0.0,7.0
159,0,0,2,0.0,27.0
160,1,0,0,24.0,0.0
160,1,3,0,19.0,0.0
160,1,5,0,31.0,0.0
160,1,4,0,30.0,0.0
160,1,2,0,26.0,0.0
160,1,4,0,14.0,0.0
160,1,4,0,23.0,0.0
160,1,1,0,20.0,0.0
160,1,5,0,63.0,0.0
160,1,4,0,13.0,0.0
160,1,4,0,32.0,0.0
160,1,5,0,25.0,0.0
160,0,0,0,0.0,2.0
160,0,0,1,0.0,8.0
160,0,0,1,0.0,2.0
160,0,0,1,0.0,3.0
160,0,0,1,0.0,19.0
160,0,0,2,0.0,5.0
160,0,0,1,0.0,15.0
160,0,0,5,0.0,38.0
160,0,0,3,0.0,32.0
160,0,0,2,0.0,9.0
160,0,0,2,0.0,3.0
160,0,0,3,0.0,21.0
160,0,0,2,0.0,2.0
160,0,0,3,0.0,29.0
160,0,0,2,0.0,5.0
160,0,0,3,0.0,50.0
160,0,0,0,0.0,9.0
160,0,0,2,0.0,7.0
160,0,0,3,0.0,27.0
160,0,0,2,0.0,7.0
160,0,0,2,0.0,27.0
161,1,6,0,24.0,0.0
161,1,2,0,19.0,0.0
161,1,6,0,31.0,0.0
161,1,4,0,30.0,0.0
161,1,3,0,26.0,0.0
161,1,4,0,14.0,0.0
161,1,4,0,23.0,0.0
161,1,3,0,20.0,0.0
161,1,5,0,63.0,0.0
161,1,3,0,13.0,0.0
161,1,3,0,32.0,0.0
161,1,0,0,25.0,0.0
161,0,0,2,0.0,2.0
161,0,0,1,0.0,8.0
161,0,0,2,0.0,2.0
161,0,0,1,0.0,3.0
161,0,0,1,0.0,19.0
161,0,0,1,0.0,5.0
161,0,0,1,0.0,15.0
161,0,0,5,0.0,38.0
161,0,0,3,0.0,32.0
161,0,0,1,0.0,9.0
161,0,0,1,0.0,3.0
161,0,0,3,0.0,21.0
161,0,0,2,0.0,2.0
161,0,0,3,0.0,29.0
161,0,0,2,0.0,5.0
161,0,0,2,0.0,50.0
161,0,0,1,0.0,9.0
161,0,0,4,0.0,7.0
161,0,0,2,0.0,27.0
161,0,0,2,0.0,7.0
161,0,0,3,0.0,27.0
162,1,8,0,24.0,0.0
162,1,3,0,19.0,0.0
162,1,6,0,31.0,0.0
162,1,3,0,30.0,0.0
162,1,7,0,26.0,0.0
162,1,6,0,14.0,0.0
162,1,3,0,23.0,0.0
162,1,2,0,20.0,0.0
162,1,5,0,63.0,0.0
162,1,3,0,13.0,0.0
162,1,2,0,32.0,0.0
162,1,3,0,25.0,0.0
162,0,0,2,0.0,2.0
162,0,0,3,0.0,8.0
162,0,0,3,0.0,2.0
162,0,0,2,0.0,3.0
162,0,0,3,0.0,19.0
162,0,0,1,0.0,5.0
162,0,0,1,0.0,15.0
162,0,0,3,0.0,38.0
162,0,0,2,0.0,32.0
162,0,0,2,0.0,9.0
162,0,0,3,0.0,3.0
162,0,0,2,0.0,21.0
162,0,0,2,0.0,2.0
162,0,0,3,0.0,29.0
162,0,0,3,0.0,5.0
162,0,0,3,0.0,50.0
162,0,0,2,0.0,9.0
162,0,0,2,0.0,7.0
162,0,0,4,0.0,27.0
162,0,0,1,0.0,7.0
162,0,0,4,0.0,27.0
163,1,6,0,24.0,0.0
163,1,2,0,19.0,0.0
163,1,5,0,31.0,0.0
163,1,6,0,30.0,0.0
163,1,3,0,26.0,0.0
163,1,0,0,14.0,0.0
163,1,4,0,23.0,0.0
163,1,2,0,20.0,0.0
163,1,5,0,63.0,0.0
163,1,6,0,13.0,0.0
163,1,1,0,32.0,0.0
163,1,3,0,25.0,0.0
163,0,0,2,0.0,2.0
163,0,0,1,0.0,8.0
163,0,0,2,0.0,2.0
163,0,0,2,0.0,3.0
163,0,0,1,0.0,19.0
163,0,0,1,0.0,5.0
163,0,0,2,0.0,15.0
163,0,0,4,0.0,38.0
163,0,0,1,0.0,32.0
163,0,0,1,0.0,9.0
163,0,0,1,0.0,3.0
163,0,0,3,0.0,21.0
163,0,0,3,0.0,2.0
163,0,0,4,0.0,29.0
163,0,0,0,0.0,5.0
163,0,0,4,0.0,50.0
163,0,0,1,0.0,9.0
163,0,0,1,0.0,7.0
163,0,0,3,0.0,27.0
163,0,0,1,0.0,7.0
163,0,0,5,0.0,27.0
164,1,7,0,24.0,0.0
164,1,3,0,19.0,0.0
164,1,6,0,31.0,0.0
164,1,6,0,30.0,0.0
164,1,2,0,26.0,0.0
164,1,3,0,14.0,0.0
164,1,3,0,23.0,0.0
164,1,3,0,20.0,0.0
164,1,4,0,63.0,0.0
164,1,2,0,13.0,0.0
164,1,3,0,32.0,0.0
164,1,5,0,25.0,0.0
164,0,0,2,0.0,2.0
164,0,0,1,0.0,8.0
164,0,0,1,0.0,2.0
164,0,0,1,0.0,3.0
164,0,0,1,0.0,19.0
164,0,0,2,0.0,5.0
164,0,0,2,0.0,15.0
164,0,0,4,0.0,38.0
164,0,0,3,0.0,32.0
164,0,0,2,0.0,9.0
164,0,0,4,0.0,3.0
164,0,0,3,0.0,21.0
164,0,0,2,0.0,2.0
164,0,0,3,0.0,29.0
164,0,0,1,0.0,5.0
164,0,0,4,0.0,50.0
164,0,0,1,0.0,9.0
164,0,0,1,0.0,7.0
164,0,0,2,0.0,27.0
164,0,0,3,0.0,7.0
164,0,0,4,0.0,27.0
165,1,5,0,24.0,0.0
165,1,5,0,19.0,0.0
165,1,6,0,31.0,0.0
165,1,7,0,30.0,0.0
165,1,2,0,26.0,0.0
165,1,5,0,14.0,0.0
165,1,2,0,23.0,0.0
165,1,0,0,20.0,0.0
165,1,6,0,63.0,0.0
165,1,4,0,13.0,0.0
165,1,2,0,32.0,0.0
165,1,5,0,25.0,0.0
165,0,0,1,0.0,2.0
165,0,0,2,0.0,8.0
165,0,0,3,0.0,2.0
165,0,0,1,0.0,3.0
